Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
151,2023-06-10,CUST151,Male,42,Electronics,2,50,100
152,2023-05-12,CUST152,Female,62,Beauty,3,100,300
153,2023-01-28,CUST153,Male,56,Electronics,2,150,300
154,2023-08-12,CUST154,Male,58,Beauty,2,50,100
155,2023-08-29,CUST155,Male,37,Electronics,3,50,150
156,2023-10-03,CUST156,Female,38,Electronics,2,100,200
157,2023-02-18,CUST157,Female,51,Clothing,2,100,200
158,2023-04-27,CUST158,Female,36,Electronics,1,150,150
159,2023-06-03,CUST159,Male,32,Electronics,4,500,2000
160,2023-12-26,CUST160,Female,23,Electronics,3,50,150
161,2023-07-15,CUST161,Female,61,Electronics,4,150,600
162,2023-11-12,CUST162,Male,61,Beauty,3,25,75
163,2023-11-08,CUST163,Male,58,Electronics,3,500,1500
164,2023-08-04,CUST164,Male,20,Electronics,4,150,600
165,2023-02-08,CUST165,Male,42,Clothing,4,300,1200
166,2023-07-24,CUST166,Male,44,Clothing,4,150,600
167,2023-12-09,CUST167,Male,62,Clothing,4,150,600
168,2023-12-28,CUST168,Female,24,Electronics,3,150,450
169,2023-01-09,CUST169,Male,25,Electronics,1,200,200
170,2023-08-21,CUST170,Male,21,Electronics,2,100,200
171,2023-10-07,CUST171,Male,53,Beauty,2,30,60
172,2023-05-05,CUST172,Male,35,Electronics,2,100,200
173,2023-07-26,CUST173,Male,25,Electronics,2,50,100
174,2023-01-26,CUST174,Male,55,Clothing,3,50,150
175,2023-01-24,CUST175,Female,51,Beauty,4,25,100
176,2023-06-12,CUST176,Male,46,Clothing,1,200,200
177,2023-10-30,CUST177,Female,47,Clothing,1,25,25
178,2023-12-28,CUST178,Female,45,Electronics,4,200,800
179,2023-01-03,CUST179,Female,56,Beauty,3,30,90
180,2023-08-19,CUST180,Female,42,Electronics,3,300,900
181,2023-06-20,CUST181,Female,24,Electronics,2,50,100
182,2023-05-29,CUST182,Male,44,Clothing,4,150,600
183,2023-05-04,CUST183,Female,45,Clothing,3,100,300
184,2023-12-22,CUST184,Female,22,Beauty,1,25,25
185,2023-05-24,CUST185,Female,26,Clothing,3,200,600
186,2023-08-14,CUST186,Female,60,Electronics,1,200,200
187,2023-12-20,CUST187,Female,40,Beauty,2,150,300
188,2023-02-16,CUST188,Male,24,Clothing,3,200,600
189,2023-02-09,CUST189,Male,45,Electronics,1,300,300
190,2023-08-22,CUST190,Female,19,Beauty,3,50,150
191,2023-05-06,CUST191,Male,54,Clothing,2,25,50
192,2023-10-01,CUST192,Male,51,Beauty,4,100,400
193,2023-05-12,CUST193,Female,64,Clothing,1,200,200
194,2023-11-05,CUST194,Male,57,Beauty,3,25,75
195,2023-06-14,CUST195,Female,56,Clothing,2,100,200
196,2023-10-04,CUST196,Female,45,Beauty,4,150,600
197,2023-07-10,CUST197,Male,32,Clothing,1,200,200
198,2023-01-10,CUST198,Male,26,Electronics,3,150,450
199,2023-02-16,CUST199,Female,29,Beauty,2,150,300
200,2023-06-27,CUST200,Female,22,Clothing,1,300,300
201,2023-06-15,CUST201,Male,38,Clothing,4,200,800
202,2023-09-14,CUST202,Female,25,Clothing,2,100,200
203,2023-10-20,CUST203,Female,62,Electronics,4,50,200
204,2023-11-08,CUST204,Female,55,Clothing,4,25,100
205,2023-11-24,CUST205,Female,32,Clothing,1,50,50
206,2023-06-04,CUST206,Male,40,Clothing,2,300,600
207,2023-03-05,CUST207,Female,30,Beauty,1,30,30
208,2023-02-25,CUST208,Female,47,Electronics,4,300,1200
209,2023-09-29,CUST209,Female,58,Clothing,1,150,150
210,2023-06-21,CUST210,Female,35,Clothing,1,100,100
211,2023-04-15,CUST211,Male,21,Clothing,1,100,100
212,2023-08-28,CUST212,Male,57,Clothing,4,150,600
213,2023-07-31,CUST213,Male,46,Electronics,2,300,600
214,2023-05-16,CUST214,Male,21,Clothing,1,100,100
215,2023-06-06,CUST215,Male,33,Electronics,2,200,400
216,2023-05-30,CUST216,Female,42,Clothing,1,100,100
217,2023-10-21,CUST217,Female,22,Clothing,4,200,800
218,2023-04-24,CUST218,Male,39,Beauty,3,30,90
219,2023-04-21,CUST219,Female,26,Clothing,3,25,75
220,2023-07-21,CUST220,Female,26,Electronics,1,500,500
221,2023-08-14,CUST221,Female,19,Clothing,2,50,100
222,2023-05-25,CUST222,Female,30,Beauty,2,30,60
223,2023-01-28,CUST223,Male,50,Electronics,1,500,500
224,2023-08-29,CUST224,Male,56,Clothing,2,50,100
225,2023-11-25,CUST225,Male,64,Clothing,3,150,450
226,2023-09-08,CUST226,Female,57,Beauty,2,100,200
227,2023-07-10,CUST227,Female,30,Clothing,4,200,800
228,2023-06-10,CUST228,Female,50,Clothing,2,50,100
229,2023-10-05,CUST229,Female,21,Clothing,1,100,100
230,2023-09-17,CUST230,Male,36,Beauty,3,30,90
231,2023-06-17,CUST231,Male,45,Beauty,4,30,120
232,2023-11-30,CUST232,Male,44,Beauty,3,150,450
233,2023-03-03,CUST233,Female,32,Beauty,3,25,75
234,2023-10-05,CUST234,Male,36,Electronics,2,200,400
235,2023-10-16,CUST235,Female,57,Beauty,1,25,25
236,2023-04-27,CUST236,Male,53,Electronics,4,300,1200
237,2023-02-10,CUST237,Male,37,Beauty,4,30,120
238,2023-08-20,CUST238,Female,22,Beauty,1,100,100
239,2023-08-19,CUST239,Male,63,Beauty,1,100,100
240,2023-08-08,CUST240,Female,29,Electronics,3,50,150
241,2023-01-17,CUST241,Male,42,Electronics,4,50,200
242,2023-12-09,CUST242,Male,40,Electronics,2,150,300
243,2023-10-21,CUST243,Male,55,Electronics,2,150,300
244,2023-01-18,CUST244,Female,59,Beauty,4,100,400
245,2023-08-26,CUST245,Male,22,Electronics,1,200,200
246,2023-04-02,CUST246,Male,20,Clothing,4,100,400
247,2023-12-18,CUST247,Female,34,Beauty,3,30,90
248,2023-05-25,CUST248,Male,59,Clothing,3,25,75
249,2023-06-13,CUST249,Female,42,Clothing,4,50,200
250,2023-09-12,CUST250,Female,23,Electronics,4,50,200
251,2023-08-27,CUST251,Male,52,Beauty,1,25,25
252,2023-05-10,CUST252,Female,46,Clothing,2,150,300
253,2023-09-12,CUST253,Female,20,Electronics,4,150,600
254,2023-04-26,CUST254,Male,22,Electronics,3,200,600
255,2023-07-24,CUST255,Male,19,Beauty,4,150,600
256,2023-01-03,CUST256,Male,59,Clothing,1,150,150
257,2023-08-22,CUST257,Female,41,Clothing,2,25,50
258,2023-07-13,CUST258,Female,59,Beauty,1,25,25
259,2023-10-16,CUST259,Female,53,Beauty,4,50,200
260,2023-03-20,CUST260,Female,62,Electronics,2,200,400
261,2023-02-28,CUST261,Male,46,Beauty,1,100,100
262,2023-10-31,CUST262,Female,60,Clothing,3,25,75
263,2023-11-28,CUST263,Male,63,Electronics,2,500,1000
264,2023-10-17,CUST264,Male,25,Electronics,2,100,200
265,2023-10-01,CUST265,Female,53,Clothing,2,150,300
266,2023-08-03,CUST266,Male,37,Clothing,4,300,1200
267,2023-07-25,CUST267,Female,54,Beauty,1,50,50
268,2023-06-22,CUST268,Female,26,Electronics,2,300,600
269,2023-10-05,CUST269,Female,50,Electronics,1,50,50
270,2023-07-10,CUST270,Male,28,Clothing,2,300,600
271,2023-05-31,CUST271,Female,23,Beauty,3,150,450
272,2023-02-10,CUST272,Male,50,Clothing,2,200,400
273,2023-02-20,CUST273,Female,54,Beauty,1,25,25
274,2023-01-21,CUST274,Female,59,Beauty,4,150,600
275,2023-08-01,CUST275,Female,58,Clothing,3,300,900
276,2023-06-26,CUST276,Female,37,Clothing,1,300,300
277,2023-02-14,CUST277,Female,47,Beauty,2,150,300
278,2023-04-23,CUST278,Female,64,Electronics,4,150,600
279,2023-02-12,CUST279,Male,38,Beauty,3,25,75
280,2023-06-05,CUST280,Male,21,Beauty,4,100,400
281,2023-04-28,CUST281,Male,38,Electronics,3,500,1500
282,2023-03-06,CUST282,Female,50,Clothing,4,100,400
283,2023-01-31,CUST283,Female,50,Clothing,2,50,100
284,2023-07-02,CUST284,Male,36,Clothing,4,300,1200
285,2023-04-01,CUST285,Male,45,Beauty,3,50,150
286,2023-10-12,CUST286,Male,43,Beauty,2,150,300
287,2023-05-10,CUST287,Male,42,Clothing,3,200,600
288,2023-11-20,CUST288,Male,26,Electronics,3,200,600
289,2023-10-11,CUST289,Female,27,Beauty,4,150,600
290,2023-06-02,CUST290,Male,26,Electronics,4,200,800
291,2023-02-17,CUST291,Male,38,Electronics,2,150,300
292,2023-05-20,CUST292,Female,55,Clothing,4,200,800
293,2023-09-10,CUST293,Female,19,Clothing,1,300,300
294,2023-12-19,CUST294,Female,64,Electronics,1,500,500
295,2023-08-09,CUST295,Male,64,Beauty,2,100,200
296,2023-07-24,CUST296,Female,27,Electronics,1,100,100
297,2023-07-23,CUST297,Male,30,Beauty,4,50,200
298,2023-02-23,CUST298,Male,44,Clothing,4,200,800
299,2023-11-24,CUST299,Male,63,Beauty,3,30,90
300,2023-12-16,CUST300,Female,38,Electronics,3,200,600
301,2023-07-22,CUST301,Female,57,Clothing,3,50,150
302,2023-07-08,CUST302,Female,36,Electronics,4,500,2000
303,2023-05-12,CUST303,Female,36,Beauty,4,150,600
304,2023-11-13,CUST304,Female,27,Beauty,1,50,50
305,2023-05-15,CUST305,Female,48,Beauty,3,150,450
306,2023-12-23,CUST306,Female,26,Beauty,2,150,300
307,2023-04-22,CUST307,Male,58,Beauty,4,25,100
308,2023-05-16,CUST308,Male,61,Electronics,2,50,100
309,2023-05-30,CUST309,Female,48,Clothing,3,100,300
310,2023-04-02,CUST310,Male,59,Clothing,1,200,200
311,2023-11-06,CUST311,Female,29,Electronics,4,50,200
312,2023-10-06,CUST312,Female,20,Beauty,1,150,150
313,2023-12-11,CUST313,Female,47,Electronics,4,300,1200
314,2023-11-05,CUST314,Female,35,Beauty,3,25,75
315,2023-02-15,CUST315,Female,63,Beauty,3,50,150
316,2023-07-25,CUST316,Male,29,Clothing,4,300,1200
317,2023-11-17,CUST317,Female,23,Clothing,2,25,50
318,2023-12-16,CUST318,Female,33,Beauty,2,100,200
319,2023-06-09,CUST319,Female,37,Clothing,1,200,200
320,2023-04-12,CUST320,Male,21,Electronics,3,200,600
321,2023-02-22,CUST321,Female,62,Beauty,3,50,150
322,2023-08-08,CUST322,Male,48,Beauty,3,150,450
323,2023-05-18,CUST323,Female,52,Electronics,2,100,200
324,2023-09-20,CUST324,Male,51,Clothing,3,300,900
325,2023-01-19,CUST325,Male,21,Electronics,2,300,600
326,2023-07-05,CUST326,Male,38,Electronics,1,200,200
327,2023-09-23,CUST327,Female,23,Electronics,1,200,200
328,2023-06-17,CUST328,Female,47,Clothing,4,200,800
329,2023-09-10,CUST329,Male,43,Beauty,2,25,50
330,2023-07-02,CUST330,Female,40,Electronics,1,300,300
331,2023-12-03,CUST331,Female,20,Beauty,2,30,60
332,2023-10-24,CUST332,Female,41,Electronics,4,200,800
333,2023-11-30,CUST333,Female,42,Beauty,2,150,300
334,2023-08-12,CUST334,Male,29,Electronics,2,200,400
335,2023-10-08,CUST335,Male,19,Electronics,4,200,800
336,2023-07-27,CUST336,Male,33,Clothing,3,50,150
337,2023-03-29,CUST337,Male,20,Electronics,1,200,200
338,2023-03-03,CUST338,Male,56,Beauty,1,150,150
339,2023-04-02,CUST339,Female,46,Beauty,1,30,30
340,2023-02-10,CUST340,Male,64,Clothing,3,200,600
341,2023-03-29,CUST341,Male,60,Clothing,3,150,450
342,2023-04-18,CUST342,Male,58,Electronics,4,300,1200
343,2023-01-12,CUST343,Female,51,Clothing,4,150,600
344,2023-02-13,CUST344,Male,52,Clothing,3,50,150
345,2023-11-05,CUST345,Female,21,Clothing,2,150,300
346,2023-05-09,CUST346,Male,39,Clothing,3,150,450
347,2023-02-24,CUST347,Male,21,Beauty,1,150,150
348,2023-11-07,CUST348,Male,48,Beauty,3,50,150
349,2023-12-01,CUST349,Male,30,Electronics,4,50,200
350,2023-11-23,CUST350,Male,43,Electronics,3,300,900
351,2023-10-13,CUST351,Female,52,Clothing,3,100,300
352,2023-05-29,CUST352,Female,47,Beauty,3,100,300
353,2023-11-12,CUST353,Female,44,Beauty,2,30,60
354,2023-01-18,CUST354,Female,36,Beauty,2,50,100
355,2023-05-27,CUST355,Male,49,Clothing,3,300,900
356,2023-04-27,CUST356,Female,64,Clothing,4,150,600
357,2023-02-26,CUST357,Female,28,Beauty,4,150,600
358,2023-03-29,CUST358,Male,51,Beauty,1,25,25
359,2023-10-14,CUST359,Male,58,Beauty,1,30,30
360,2023-03-15,CUST360,Female,21,Clothing,4,300,1200
361,2023-08-01,CUST361,Male,52,Clothing,1,25,25
362,2023-07-09,CUST362,Female,19,Clothing,4,300,1200
363,2023-10-30,CUST363,Male,24,Electronics,2,300,600
364,2023-03-20,CUST364,Female,40,Beauty,1,100,100
365,2023-05-13,CUST365,Female,54,Beauty,3,30,90
366,2023-09-28,CUST366,Male,59,Electronics,1,500,500
367,2023-02-13,CUST367,Female,53,Clothing,1,300,300
368,2023-09-03,CUST368,Female,45,Clothing,1,100,100
369,2023-11-30,CUST369,Male,32,Beauty,4,150,600
370,2023-04-30,CUST370,Male,61,Electronics,1,300,300
371,2023-03-28,CUST371,Female,19,Electronics,2,300,600
372,2023-10-23,CUST372,Female,22,Beauty,2,150,300
373,2023-07-28,CUST373,Female,61,Electronics,4,150,600
374,2023-10-05,CUST374,Male,50,Electronics,1,150,150
375,2023-02-08,CUST375,Male,39,Clothing,4,200,800
376,2023-12-11,CUST376,Male,58,Beauty,4,100,400
377,2023-03-18,CUST377,Female,45,Beauty,4,150,600
378,2023-02-20,CUST378,Female,33,Electronics,3,50,150
379,2023-02-23,CUST379,Male,42,Clothing,1,25,25
380,2023-01-10,CUST380,Female,41,Electronics,2,50,100
381,2023-02-14,CUST381,Female,53,Clothing,1,150,150
382,2023-01-12,CUST382,Male,56,Clothing,4,100,400
383,2023-01-14,CUST383,Female,23,Electronics,2,300,600
384,2023-07-06,CUST384,Female,28,Beauty,3,50,150
385,2023-06-03,CUST385,Male,45,Beauty,4,50,200
386,2023-10-12,CUST386,Female,33,Electronics,2,200,400
387,2023-06-05,CUST387,Female,18,Electronics,4,150,600
388,2023-10-11,CUST388,Female,39,Clothing,2,300,600
389,2023-04-20,CUST389,Male,48,Clothing,3,150,450
390,2023-04-23,CUST390,Female,54,Electronics,4,150,600
391,2023-04-26,CUST391,Female,41,Beauty,2,150,300
392,2023-08-18,CUST392,Male,61,Electronics,4,50,200
393,2023-12-07,CUST393,Female,36,Electronics,4,50,200
394,2023-09-05,CUST394,Female,33,Beauty,4,30,120
395,2023-10-03,CUST395,Female,56,Clothing,4,150,600
396,2023-07-26,CUST396,Female,62,Electronics,1,300,300
397,2023-02-08,CUST397,Female,28,Clothing,4,25,100
398,2023-12-11,CUST398,Female,24,Beauty,2,50,100
399,2023-06-17,CUST399,Male,46,Clothing,2,150,300
400,2023-05-01,CUST400,Female,24,Beauty,1,25,25
401,2023-11-24,CUST401,Male,40,Clothing,2,150,300
402,2023-07-12,CUST402,Female,24,Clothing,4,300,1200
403,2023-05-10,CUST403,Male,63,Beauty,1,50,50
404,2023-09-06,CUST404,Male,51,Beauty,3,30,90
405,2023-07-31,CUST405,Female,32,Electronics,2,500,1000
406,2023-03-22,CUST406,Female,43,Beauty,2,150,300
407,2023-06-14,CUST407,Female,18,Electronics,3,100,300
408,2023-10-26,CUST408,Male,54,Beauty,2,150,300
409,2023-05-07,CUST409,Female,25,Beauty,3,100,300
410,2023-08-20,CUST410,Female,55,Beauty,4,50,200
411,2023-08-27,CUST411,Female,57,Clothing,2,300,600
412,2023-04-08,CUST412,Female,25,Beauty,4,30,120
413,2023-05-05,CUST413,Female,45,Beauty,2,150,300
414,2023-07-16,CUST414,Female,26,Beauty,1,100,100
415,2023-11-01,CUST415,Female,26,Beauty,4,100,400
416,2023-05-16,CUST416,Female,63,Electronics,2,200,400
417,2023-02-01,CUST417,Male,36,Beauty,3,30,90
418,2023-02-15,CUST418,Female,53,Clothing,1,200,200
419,2023-04-18,CUST419,Female,52,Electronics,4,50,200
420,2023-07-14,CUST420,Male,59,Electronics,1,150,150
421,2023-06-12,CUST421,Male,46,Electronics,2,50,100
422,2023-03-24,CUST422,Female,63,Clothing,2,150,300
423,2023-08-26,CUST423,Male,31,Electronics,3,300,900
424,2023-07-20,CUST424,Male,38,Electronics,3,150,450
425,2023-07-31,CUST425,Male,26,Electronics,1,200,200
426,2023-12-28,CUST426,Male,62,Electronics,2,100,200
427,2023-09-27,CUST427,Male,61,Clothing,3,50,150
428,2023-08-13,CUST428,Female,22,Clothing,4,25,100
429,2023-07-09,CUST429,Female,47,Electronics,1,150,150
430,2023-11-28,CUST430,Male,64,Electronics,3,500,1500
431,2023-11-26,CUST431,Female,31,Electronics,4,100,400
432,2023-04-27,CUST432,Female,39,Clothing,4,50,200
433,2023-10-29,CUST433,Male,20,Beauty,1,100,100
434,2023-02-28,CUST434,Male,46,Clothing,2,150,300
435,2023-12-30,CUST435,Male,59,Beauty,1,50,50
436,2023-08-09,CUST436,Male,41,Electronics,2,500,1000
437,2023-01-21,CUST437,Female,64,Electronics,4,100,400
438,2023-08-23,CUST438,Male,18,Beauty,2,25,50
439,2023-08-17,CUST439,Female,18,Beauty,1,50,50
440,2023-12-14,CUST440,Male,48,Beauty,1,100,100
441,2023-10-04,CUST441,Male,38,Clothing,2,100,200
442,2023-05-27,CUST442,Male,59,Electronics,1,100,100
443,2023-07-01,CUST443,Male,46,Clothing,2,50,100
444,2023-11-20,CUST444,Female,31,Beauty,2,25,50
445,2023-10-19,CUST445,Female,40,Electronics,2,150,300
446,2023-04-21,CUST446,Male,33,Clothing,3,200,600
447,2023-10-23,CUST447,Male,60,Electronics,2,100,200
448,2023-10-10,CUST448,Male,33,Clothing,2,25,50
449,2023-06-20,CUST449,Male,51,Electronics,3,50,150
450,2023-12-05,CUST450,Female,54,Clothing,2,200,400
451,2023-10-31,CUST451,Male,19,Clothing,3,25,75
452,2023-03-30,CUST452,Male,43,Clothing,4,300,1200
453,2023-05-13,CUST453,Male,58,Clothing,2,200,400
454,2023-04-10,CUST454,Male,50,Electronics,3,100,300
455,2023-05-21,CUST455,Male,37,Electronics,2,500,1000
456,2023-01-03,CUST456,Female,25,Clothing,1,200,200
457,2023-04-24,CUST457,Male,25,Beauty,1,30,30
458,2023-02-12,CUST458,Female,28,Clothing,3,300,900
459,2023-10-04,CUST459,Male,39,Electronics,1,150,150
460,2023-04-19,CUST460,Male,49,Clothing,1,100,100
461,2023-06-19,CUST461,Male,41,Beauty,1,25,25
462,2023-03-17,CUST462,Male,20,Electronics,2,50,100
